UNIPROT	PATH	PATHNAME
C0HKE4	mmu04613	Neutrophil extracellular trap formation
C0HKE4	mmu05034	Alcoholism
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu05034	Alcoholism
C0HKE4	mmu04613	Neutrophil extracellular trap formation
C0HKE4	mmu05034	Alcoholism
C0HKE4	mmu05034	Alcoholism
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu03082	ATP-dependent chromatin remodeling
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu04217	Necroptosis
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu04217	Necroptosis
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu03082	ATP-dependent chromatin remodeling
C0HKE4	mmu03082	ATP-dependent chromatin remodeling
C0HKE4	mmu05034	Alcoholism
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu03082	ATP-dependent chromatin remodeling
C0HKE4	mmu04217	Necroptosis
C0HKE4	mmu04613	Neutrophil extracellular trap formation
C0HKE4	mmu03082	ATP-dependent chromatin remodeling
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE4	mmu04217	Necroptosis
C0HKE4	mmu04613	Neutrophil extracellular trap formation
C0HKE4	mmu04217	Necroptosis
C0HKE4	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu05034	Alcoholism
C0HKE5	mmu05322	Systemic lupus erythematosus
C0HKE5	mmu04217	Necroptosis
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu04613	Neutrophil extracellular trap formation
C0HKE5	mmu03082	ATP-dependent chromatin remodeling
C0HKE5	mmu04217	Necroptosis
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu04613	Neutrophil extracellular trap formation
C0HKE6	mmu05034	Alcoholism
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu04217	Necroptosis
C0HKE6	mmu03082	ATP-dependent chromatin remodeling
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE6	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu04217	Necroptosis
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu05034	Alcoholism
C0HKE7	mmu04613	Neutrophil extracellular trap formation
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE7	mmu05322	Systemic lupus erythematosus
C0HKE7	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu04217	Necroptosis
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu05034	Alcoholism
C0HKE8	mmu04613	Neutrophil extracellular trap formation
C0HKE8	mmu03082	ATP-dependent chromatin remodeling
C0HKE8	mmu05322	Systemic lupus erythematosus
C0HKE8	mmu04217	Necroptosis
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu03082	ATP-dependent chromatin remodeling
C0HKE9	mmu04217	Necroptosis
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu05322	Systemic lupus erythematosus
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0HKE9	mmu05034	Alcoholism
C0HKE9	mmu04613	Neutrophil extracellular trap formation
C0LLJ0	mmu05164	Influenza A
C0LLJ0	mmu03013	Nucleocytoplasmic transport
C0LLJ0	mmu05207	Chemical carcinogenesis - receptor activation
D0G895	mmu04924	Renin secretion
D0G895	mmu05415	Diabetic cardiomyopathy
D0G895	mmu05410	Hypertrophic cardiomyopathy
D0G895	mmu05142	Chagas disease
D0G895	mmu05171	Coronavirus disease - COVID-19
D0G895	mmu04614	Renin-angiotensin system
D3KU66	mmu00380	Tryptophan metabolism
D3KU66	mmu01100	Metabolic pathways
D3YWQ0	mmu00564	Glycerophospholipid metabolism
D3YWQ0	mmu04072	Phospholipase D signaling pathway
D3YWQ0	mmu05231	Choline metabolism in cancer
D3YWQ0	mmu01100	Metabolic pathways
D3YWQ0	mmu00561	Glycerolipid metabolism
D3YWQ0	mmu04070	Phosphatidylinositol signaling system
D3YXJ0	mmu00561	Glycerolipid metabolism
D3YXJ0	mmu04070	Phosphatidylinositol signaling system
D3YXJ0	mmu04072	Phospholipase D signaling pathway
D3YXJ0	mmu05231	Choline metabolism in cancer
D3YXJ0	mmu00564	Glycerophospholipid metabolism
D3YXJ0	mmu01100	Metabolic pathways
D3YZG8	mmu00670	One carbon pool by folate
D3YZG8	mmu01240	Biosynthesis of cofactors
D3YZG8	mmu01100	Metabolic pathways
D3YZP9	mmu05200	Pathways in cancer
D3YZP9	mmu05216	Thyroid cancer
D3YZU1	mmu04724	Glutamatergic synapse
D3Z1Q2	mmu04935	Growth hormone synthesis, secretion and action
D3Z291	mmu04742	Taste transduction
D3Z6H8	mmu00330	Arginine and proline metabolism
D3Z6H8	mmu01100	Metabolic pathways
D3Z6H8	mmu00270	Cysteine and methionine metabolism
D3Z7P3	mmu04724	Glutamatergic synapse
D3Z7P3	mmu05230	Central carbon metabolism in cancer
D3Z7P3	mmu04964	Proximal tubule bicarbonate reclamation
D3Z7P3	mmu01100	Metabolic pathways
D3Z7P3	mmu00470	D-Amino acid metabolism
D3Z7P3	mmu05206	MicroRNAs in cancer
D3Z7P3	mmu00250	Alanine, aspartate and glutamate metabolism
D3Z7P3	mmu00220	Arginine biosynthesis
D3Z7P3	mmu04727	GABAergic synapse
E0CYR6	mmu00480	Glutathione metabolism
E0CYR6	mmu01100	Metabolic pathways
E1AZ71	mmu04744	Phototransduction
E1AZ71	mmu04022	cGMP-PKG signaling pathway
E1AZ71	mmu04740	Olfactory transduction
E1AZ71	mmu04024	cAMP signaling pathway
E9PUQ8	mmu05231	Choline metabolism in cancer
E9PUQ8	mmu00561	Glycerolipid metabolism
E9PUQ8	mmu04072	Phospholipase D signaling pathway
E9PUQ8	mmu01100	Metabolic pathways
E9PUQ8	mmu04070	Phosphatidylinositol signaling system
E9PUQ8	mmu00564	Glycerophospholipid metabolism
E9PV24	mmu04610	Complement and coagulation cascades
E9PV24	mmu04611	Platelet activation
E9PV24	mmu05171	Coronavirus disease - COVID-19
E9PV24	mmu04613	Neutrophil extracellular trap formation
E9PVD3	mmu04392	Hippo signaling pathway - multiple species
E9PW05	mmu05168	Herpes simplex virus 1 infection
E9PWZ3	mmu03010	Ribosome
E9PWZ3	mmu05171	Coronavirus disease - COVID-19
E9PX95	mmu02010	ABC transporters
E9PYH6	mmu00310	Lysine degradation
E9PYH6	mmu01100	Metabolic pathways
E9PYI1	mmu05168	Herpes simplex virus 1 infection
E9PYK3	mmu03410	Base excision repair
E9PYK3	mmu04210	Apoptosis
E9PYY5	mmu04814	Motor proteins
E9PZQ0	mmu04020	Calcium signaling pathway
E9PZQ0	mmu04730	Long-term depression
E9PZQ0	mmu04713	Circadian entrainment
E9PZQ0	mmu04921	Oxytocin signaling pathway
E9PZQ0	mmu04371	Apelin signaling pathway
E9PZQ0	mmu05020	Prion disease
E9PZQ0	mmu05017	Spinocerebellar ataxia
E9PZQ0	mmu05022	Pathways of neurodegeneration - multiple diseases
E9Q236	mmu04976	Bile secretion
E9Q236	mmu04024	cAMP signaling pathway
E9Q236	mmu01523	Antifolate resistance
E9Q236	mmu02010	ABC transporters
E9Q2Z1	mmu03082	ATP-dependent chromatin remodeling
E9Q394	mmu05163	Human cytomegalovirus infection
E9Q394	mmu04928	Parathyroid hormone synthesis, secretion and action
E9Q3E1	mmu00982	Drug metabolism - cytochrome P450
E9Q3E1	mmu00410	beta-Alanine metabolism
E9Q3E1	mmu00980	Metabolism of xenobiotics by cytochrome P450
E9Q3E1	mmu00360	Phenylalanine metabolism
E9Q3E1	mmu00010	Glycolysis / Gluconeogenesis
E9Q3E1	mmu00340	Histidine metabolism
E9Q3E1	mmu01100	Metabolic pathways
E9Q3E1	mmu00350	Tyrosine metabolism
E9Q3L2	mmu01100	Metabolic pathways
E9Q3L2	mmu04070	Phosphatidylinositol signaling system
E9Q3L2	mmu00562	Inositol phosphate metabolism
E9Q401	mmu04020	Calcium signaling pathway
E9Q401	mmu04260	Cardiac muscle contraction
E9Q401	mmu04024	cAMP signaling pathway
E9Q401	mmu04371	Apelin signaling pathway
E9Q401	mmu05410	Hypertrophic cardiomyopathy
E9Q401	mmu05414	Dilated cardiomyopathy
E9Q401	mmu05022	Pathways of neurodegeneration - multiple diseases
E9Q401	mmu05020	Prion disease
E9Q401	mmu04261	Adrenergic signaling in cardiomyocytes
E9Q401	mmu05415	Diabetic cardiomyopathy
E9Q401	mmu04921	Oxytocin signaling pathway
E9Q401	mmu04911	Insulin secretion
E9Q401	mmu04713	Circadian entrainment
E9Q401	mmu05412	Arrhythmogenic right ventricular cardiomyopathy
E9Q401	mmu04972	Pancreatic secretion
E9Q414	mmu05417	Lipid and atherosclerosis
E9Q414	mmu04979	Cholesterol metabolism
E9Q414	mmu04975	Fat digestion and absorption
E9Q414	mmu04977	Vitamin digestion and absorption
E9Q4Z2	mmu04910	Insulin signaling pathway
E9Q4Z2	mmu01100	Metabolic pathways
E9Q4Z2	mmu04936	Alcoholic liver disease
E9Q4Z2	mmu04931	Insulin resistance
E9Q4Z2	mmu00640	Propanoate metabolism
E9Q4Z2	mmu00061	Fatty acid biosynthesis
E9Q4Z2	mmu04920	Adipocytokine signaling pathway
E9Q4Z2	mmu04152	AMPK signaling pathway
E9Q4Z2	mmu04922	Glucagon signaling pathway
E9Q4Z2	mmu00620	Pyruvate metabolism
E9Q557	mmu04820	Cytoskeleton in muscle cells
E9Q557	mmu05412	Arrhythmogenic right ventricular cardiomyopathy
E9Q5F9	mmu01100	Metabolic pathways
E9Q5F9	mmu00310	Lysine degradation
E9Q5G3	mmu05206	MicroRNAs in cancer
E9Q5G3	mmu04814	Motor proteins
E9Q5K4	mmu00591	Linoleic acid metabolism
E9Q5K4	mmu05204	Chemical carcinogenesis - DNA adducts
E9Q5K4	mmu00590	Arachidonic acid metabolism
E9Q5K4	mmu01100	Metabolic pathways
E9Q5K4	mmu00830	Retinol metabolism
E9Q5K4	mmu04726	Serotonergic synapse
E9Q5K4	mmu00140	Steroid hormone biosynthesis
E9Q5K4	mmu04750	Inflammatory mediator regulation of TRP channels
E9Q5R7	mmu04621	NOD-like receptor signaling pathway
E9Q5Z5	mmu03460	Fanconi anemia pathway
E9Q634	mmu04814	Motor proteins
E9Q649	mmu01100	Metabolic pathways
E9Q649	mmu00512	Mucin type O-glycan biosynthesis
E9Q6C8	mmu04148	Efferocytosis
E9Q735	mmu04120	Ubiquitin mediated proteolysis
E9Q7E2	mmu03082	ATP-dependent chromatin remodeling
E9Q7E2	mmu05225	Hepatocellular carcinoma
E9Q816	mmu01100	Metabolic pathways
E9Q816	mmu00830	Retinol metabolism
E9Q876	mmu02010	ABC transporters
E9Q8G5	mmu05168	Herpes simplex virus 1 infection
E9Q8T7	mmu05022	Pathways of neurodegeneration - multiple diseases
E9Q8T7	mmu05016	Huntington disease
E9Q8T7	mmu05014	Amyotrophic lateral sclerosis
E9Q8T7	mmu04814	Motor proteins
E9Q9A9	mmu05162	Measles
E9Q9A9	mmu05169	Epstein-Barr virus infection
E9Q9A9	mmu05168	Herpes simplex virus 1 infection
E9Q9A9	mmu05160	Hepatitis C
E9Q9A9	mmu04621	NOD-like receptor signaling pathway
E9Q9A9	mmu05171	Coronavirus disease - COVID-19
E9Q9A9	mmu05164	Influenza A
E9Q9K5	mmu04020	Calcium signaling pathway
E9Q9K5	mmu04260	Cardiac muscle contraction
E9Q9R9	mmu04390	Hippo signaling pathway
E9Q9W4	mmu03320	PPAR signaling pathway
E9Q9W4	mmu04931	Insulin resistance
E9QA62	mmu04820	Cytoskeleton in muscle cells
F6SEU4	mmu04014	Ras signaling pathway
F6VAN0	mmu05417	Lipid and atherosclerosis
F6VAN0	mmu05010	Alzheimer disease
F6VAN0	mmu05012	Parkinson disease
F6VAN0	mmu04141	Protein processing in endoplasmic reticulum
F6VAN0	mmu05014	Amyotrophic lateral sclerosis
F6VAN0	mmu05022	Pathways of neurodegeneration - multiple diseases
F6ZDS4	mmu05216	Thyroid cancer
F6ZDS4	mmu05200	Pathways in cancer
F6ZDS4	mmu05014	Amyotrophic lateral sclerosis
F6ZDS4	mmu03013	Nucleocytoplasmic transport
F8VPK0	mmu03018	RNA degradation
F8VPZ5	mmu03420	Nucleotide excision repair
F8VPZ9	mmu03082	ATP-dependent chromatin remodeling
F8VQB6	mmu04666	Fc gamma R-mediated phagocytosis
F8VQB6	mmu04814	Motor proteins
G3X8Y1	mmu04820	Cytoskeleton in muscle cells
G3X939	mmu04976	Bile secretion
G3X939	mmu04964	Proximal tubule bicarbonate reclamation
G3X939	mmu04974	Protein digestion and absorption
G3X939	mmu04978	Mineral absorption
G3X943	mmu05010	Alzheimer disease
G3X943	mmu05012	Parkinson disease
G3X982	mmu00380	Tryptophan metabolism
G3X982	mmu00760	Nicotinate and nicotinamide metabolism
G3X982	mmu01100	Metabolic pathways
G3X982	mmu00830	Retinol metabolism
G3X982	mmu00982	Drug metabolism - cytochrome P450
G3X982	mmu00280	Valine, leucine and isoleucine degradation
G3X982	mmu04630	JAK-STAT signaling pathway
G3X982	mmu00350	Tyrosine metabolism
G3X982	mmu00750	Vitamin B6 metabolism
G3X9G7	mmu05168	Herpes simplex virus 1 infection
G3X9J0	mmu04015	Rap1 signaling pathway
G3X9K3	mmu04144	Endocytosis
G3X9Z4	mmu03015	mRNA surveillance pathway
G3XA57	mmu04144	Endocytosis
G3XA59	mmu04350	TGF-beta signaling pathway
G5E829	mmu04978	Mineral absorption
G5E829	mmu04972	Pancreatic secretion
G5E829	mmu04925	Aldosterone synthesis and secretion
G5E829	mmu04970	Salivary secretion
G5E829	mmu04261	Adrenergic signaling in cardiomyocytes
G5E829	mmu04961	Endocrine and other factor-regulated calcium reabsorption
G5E829	mmu04020	Calcium signaling pathway
G5E829	mmu04022	cGMP-PKG signaling pathway
G5E829	mmu04024	cAMP signaling pathway
G5E870	mmu04120	Ubiquitin mediated proteolysis
G5E8F4	mmu00520	Amino sugar and nucleotide sugar metabolism
G5E8F4	mmu01100	Metabolic pathways
G5E8F4	mmu01250	Biosynthesis of nucleotide sugars
G5E8F4	mmu00051	Fructose and mannose metabolism
G5E8K5	mmu05205	Proteoglycans in cancer
G5E8K5	mmu04820	Cytoskeleton in muscle cells
G5E8Z2	mmu03022	Basal transcription factors
G5E8Z2	mmu05016	Huntington disease
J3QMK6	mmu00350	Tyrosine metabolism
J3QMK6	mmu00340	Histidine metabolism
J3QMK6	mmu00360	Phenylalanine metabolism
J3QMK6	mmu01100	Metabolic pathways
J3QMK6	mmu00980	Metabolism of xenobiotics by cytochrome P450
J3QMK6	mmu00410	beta-Alanine metabolism
J3QMK6	mmu00010	Glycolysis / Gluconeogenesis
J3QMK6	mmu00982	Drug metabolism - cytochrome P450
L0N7N1	mmu04814	Motor proteins
O08528	mmu04973	Carbohydrate digestion and absorption
O08528	mmu00520	Amino sugar and nucleotide sugar metabolism
O08528	mmu00500	Starch and sucrose metabolism
O08528	mmu05230	Central carbon metabolism in cancer
O08528	mmu01250	Biosynthesis of nucleotide sugars
O08528	mmu00052	Galactose metabolism
O08528	mmu00524	Neomycin, kanamycin and gentamicin biosynthesis
O08528	mmu00051	Fructose and mannose metabolism
O08528	mmu04066	HIF-1 signaling pathway
O08528	mmu04930	Type II diabetes mellitus
O08528	mmu01200	Carbon metabolism
O08528	mmu01100	Metabolic pathways
O08528	mmu00010	Glycolysis / Gluconeogenesis
O08528	mmu04910	Insulin signaling pathway
O08529	mmu04141	Protein processing in endoplasmic reticulum
O08529	mmu04510	Focal adhesion
O08529	mmu04218	Cellular senescence
O08529	mmu05022	Pathways of neurodegeneration - multiple diseases
O08529	mmu05010	Alzheimer disease
O08529	mmu04217	Necroptosis
O08529	mmu04210	Apoptosis
O08530	mmu04080	Neuroactive ligand-receptor interaction
